method,length,window,rank,primary_period,backend_used,trend_mean,season_std,residual_rms,residual_peak_abs,reconstruction_max_abs_error
SSA,180,36,8,12,native,1.3969830578243756,0.8420445165426318,0.17626286529363305,0.40198048295854527,0.0
