pair,method_variant,date,latest_beta,latest_return_corr,latest_trend_corr,latest_cycle_corr,latest_residual_corr,latest_raw_spread,latest_fair_spread,latest_residual_gap,latest_residual_z_gap,trend_similarity_pass,cycle_similarity_pass,raw_price_coint_test,raw_price_coint_statistic,raw_price_coint_pvalue,raw_price_coint_critical_1pct,raw_price_coint_critical_5pct,raw_price_coint_critical_10pct,raw_price_coint_valid,raw_price_coint_reason,fair_value_coint_test,fair_value_coint_statistic,fair_value_coint_pvalue,fair_value_coint_critical_1pct,fair_value_coint_critical_5pct,fair_value_coint_critical_10pct,fair_value_coint_valid,fair_value_coint_reason,raw_spread_adf_test,raw_spread_adf_statistic,raw_spread_adf_pvalue,raw_spread_adf_critical_1pct,raw_spread_adf_critical_5pct,raw_spread_adf_critical_10pct,raw_spread_adf_valid,raw_spread_adf_reason,fair_spread_adf_test,fair_spread_adf_statistic,fair_spread_adf_pvalue,fair_spread_adf_critical_1pct,fair_spread_adf_critical_5pct,fair_spread_adf_critical_10pct,fair_spread_adf_valid,fair_spread_adf_reason,residual_gap_adf_test,residual_gap_adf_statistic,residual_gap_adf_pvalue,residual_gap_adf_critical_1pct,residual_gap_adf_critical_5pct,residual_gap_adf_critical_10pct,residual_gap_adf_valid,residual_gap_adf_reason
KO/PEP,STL_p63_tw126,2026-05-29,0.48162778818797164,0.6119668631324429,-1.0000000000749139,-1.0000000000000084,0.9999999999999001,1.975339196198481,1.8590257629511058,-3.263560410720665e-17,0.0009438154125717582,False,False,engle_granger,-0.5772452148244428,0.9583552918178656,-3.901633075059903,-3.3390245694067806,-3.0464587537304864,True,,engle_granger,-0.7475576812338053,0.9412554774209492,-3.9019602683319787,-3.3392067658881874,-3.046585163008473,True,,adf,-2.0539835701285885,0.2634157983488924,-3.4334633142611697,-2.862915331606178,-2.567502161536324,True,,adf,-1.627373269674735,0.46886594549708094,-3.4336603168110695,-2.8630023108088545,-2.5675484732666,True,,adf,,,,,,False,not enough variation or observations
XOM/CVX,STL_p63_tw126,2026-05-29,0.9657509827643137,0.8524125369130258,1.0000000000129259,0.9999999999998604,0.9999999999999324,-0.04968723513044537,-0.08056520986343063,-9.125771401402272e-17,0.00019730749506574065,True,True,engle_granger,-3.480941287190021,0.034122714578034466,-3.901633075059903,-3.3390245694067806,-3.0464587537304864,True,,engle_granger,-2.0993153205346413,0.4767250866443818,-3.9019602683319787,-3.3392067658881874,-3.046585163008473,True,,adf,-2.3124960862658517,0.16796940290292384,-3.4334544462214303,-2.8629114161159666,-2.5675000767713883,True,,adf,-2.3362026128564928,0.1605575397938147,-3.433656968706682,-2.863000832624789,-2.567547686205489,True,,adf,,,,,,False,not enough variation or observations
MA/V,STL_p63_tw126,2026-05-29,0.8338444344602557,0.8535915591030244,1.0000000000118021,1.0000000000001397,0.9999999999998715,1.3762026142037582,1.473474447142359,2.978752691982425e-16,0.0010987271198621845,True,True,engle_granger,-3.8412351905287005,0.011933334898816214,-3.901633075059903,-3.3390245694067806,-3.0464587537304864,True,,engle_granger,-2.559180457038107,0.25361037094264727,-3.9019602683319787,-3.3392067658881874,-3.046585163008473,True,,adf,-2.305947927943701,0.17005682192919602,-3.4334544462214303,-2.8629114161159666,-2.5675000767713883,True,,adf,-2.1306034882529095,0.2323881340491224,-3.4336502927748587,-2.8629978852039737,-2.5675461168480913,True,,adf,,,,,,False,not enough variation or observations
SPY/QQQ,STL_p63_tw126,2026-05-29,0.6963688507446638,0.948067416491179,1.0000000000032343,0.9999999999999868,-0.9999999999992137,2.029602849059901,2.0561474103043533,-8.0903590295201195e-16,0.00011229761936015054,True,True,engle_granger,-2.397069670550936,0.32624411325663394,-3.901633075059903,-3.3390245694067806,-3.0464587537304864,True,,engle_granger,-2.0270369614158943,0.5144982152174508,-3.9019602683319787,-3.3392067658881874,-3.046585163008473,True,,adf,-3.174236967897699,0.021525220815892608,-3.4334633142611697,-2.862915331606178,-2.567502161536324,True,,adf,-2.7161212064208122,0.07128990002192795,-3.4336603168110695,-2.8630023108088545,-2.5675484732666,True,,adf,,,,,,False,not enough variation or observations
