asset,date,close,donchian_upper_entry,donchian_lower_exit,trend_slope,cycle_slope,residual_z,volume_residual_z
SPY,2026-05-29,756.47998046875,755.1500244140625,710.4500122070312,0.00019855190819413339,0.003067510123611452,1.3130356435944561,-0.35077362212915986
QQQ,2026-05-29,738.3099975585938,736.5999755859375,657.5599975585938,0.0005393961828231042,0.007577316798935724,2.3559393387924468,-0.6184014992273679
AAPL,2026-05-29,312.0599975585937,313.260009765625,267.893213328058,0.0007185434135946522,0.005687033185253943,1.7154641416261014,0.7188941508635107
MSFT,2026-05-29,450.239990234375,432.7626880248645,397.1498378648014,-0.001826128215937217,0.0024251254831431437,1.770097953677485,-0.7595261133604403
NVDA,2026-05-29,211.13999938964844,236.5399932861328,194.7400054931641,0.001049793874452476,0.02412349114086042,1.1999532334317615,-0.5839911147882685
XLK,2026-05-29,191.0200042724609,187.5800018310547,156.8800048828125,0.000918420431470146,0.01551499983769962,2.3261190187010836,-0.8459687869769387
XLE,2026-05-29,56.290000915527344,63.459999084472656,55.130001068115234,0.003023171997911156,-0.0008910601678370026,-2.2809901541288187,0.006469711731888643
TLT,2026-05-29,85.76000213623047,87.13876884548493,82.7699966430664,1.9666395151318738e-05,0.00013175137296562596,-1.5767110827007278,0.1504605542169167
GLD,2026-05-29,417.1199951171875,477.4500122070313,404.2999877929688,-0.00015743089046083014,0.0052020984771331295,-1.2943573731916318,0.31122644425076235
