Date,AUDUSD=X__NZDUSD=X,EURUSD=X__GBPUSD=X,CADUSD=X__CHFUSD=X
2015-02-04,0.6663872587544647,0.8312450471555489,0.1
2015-02-05,0.667306887937728,0.8142780648563268,0.1
2015-02-06,0.6685416996607034,0.8381015230211176,0.1
2015-02-09,0.6698106962202477,0.851500478105247,0.1
2015-02-10,0.6718879753167005,0.851264717636562,0.1
2015-02-11,0.6688757480498976,0.8483130692765344,0.1
2015-02-12,0.6706056492122165,0.8474585989432287,0.1
2015-02-13,0.6700279813044766,0.8495370322097816,0.1
2015-02-16,0.6678917141878359,0.8505251410613008,0.1
2015-02-17,0.6686296222497574,0.8527378646118445,0.1
2015-02-18,0.674584884800146,0.8775811891104685,0.1
2015-02-19,0.6718948641679744,0.8678064228913116,0.1
2015-02-20,0.6730445029479024,0.8434276915905016,0.1
2015-02-23,0.6742741700160341,0.85204512257401,0.1
2015-02-24,0.6706200157201992,0.8459433601479238,0.1
2015-02-25,0.6623869518774441,0.8437072310879982,0.1
2015-02-26,0.6618260071356468,0.8516023341307841,0.1
2015-02-27,0.6646169839757549,0.8705966376556932,0.1
2015-03-02,0.660912266802162,0.8699032574476411,0.1
2015-03-03,0.6597360421930765,0.8656217111037655,0.1
2015-03-04,0.6626116793000645,0.8655190177342105,0.1
2015-03-05,0.6529400428469104,0.8725653605833932,0.1
2015-03-06,0.6455246205231804,0.8844227527932655,0.1
2015-03-09,0.6376982948917456,0.9084471738824608,0.1
2015-03-10,0.6365832950940794,0.9059383838336507,0.1
2015-03-11,0.6374513833796013,0.9087986758533925,0.1
2015-03-12,0.6357710322968202,0.9237289841711556,0.1
2015-03-13,0.6533061500942303,0.9174120539891777,0.1
2015-03-16,0.6582614278811812,0.9291090750997849,0.1
2015-03-17,0.6677839349027332,0.9379130326810924,0.1
2015-03-18,0.6638898049894831,0.926051543376908,0.1
2015-03-19,0.6779263471416893,0.9778568545721741,0.1
2015-03-20,0.6929083615060806,0.9916037846319753,0.1
2015-03-23,0.7034400194083004,1.0048838834933558,0.1
2015-03-24,0.7039067480028666,0.9992622986907428,0.1
2015-03-25,0.7035841039108791,0.9887946390363384,0.1
2015-03-26,0.7077531327842633,0.9889839131036017,0.1
2015-03-27,0.7051062820400269,0.9892103876591345,0.1
2015-03-30,0.7080619463083448,0.9876958352150254,0.1
2015-03-31,0.7074376843347207,0.9892688428197332,0.1
2015-04-01,0.7065725686858099,0.9990565213385598,0.1
2015-04-02,0.7104157267886014,0.9813273112732124,0.1
2015-04-03,0.6997255796594423,0.9975954692930695,0.1
2015-04-06,0.6977316821346372,1.0113650470031297,0.1
2015-04-07,0.6960043731273398,1.0130965809025851,0.1
2015-04-08,0.6916850518987425,1.0171195370086188,0.1
2015-04-09,0.7115284927696514,1.0073900425007114,0.1
2015-04-10,0.7128476119116811,1.0045357191837485,0.1
2015-04-13,0.7110837601369502,1.0063330611624492,0.1
2015-04-14,0.7158629351082785,1.002104030792006,0.1
2015-04-15,0.7130083354783441,1.0022191326298078,0.1
2015-04-16,0.7228894965861151,1.0041448986349535,0.1
2015-04-17,0.7312078854990524,1.0078241401969166,0.1
2015-04-20,0.7285967947044786,1.0085228514071507,0.1
2015-04-21,0.7317582258426454,1.009754972302799,0.1
2015-04-22,0.733323562863962,1.006360963017971,0.1
2015-04-23,0.713157898801307,0.9889439935594199,0.1
2015-04-24,0.702073545537507,0.9930764236033763,0.1
2015-04-27,0.699893062539764,0.9828772262337678,0.1
2015-04-28,0.7010749149866277,0.9815487949724186,0.1
2015-04-29,0.7109119520062475,0.9858369701775566,0.1
2015-04-30,0.6900670476572612,1.019128851979604,0.1
2015-05-01,0.6898484831707067,1.0105435101078792,0.1
2015-05-04,0.691577878355405,0.9706984664123233,0.1
2015-05-05,0.6917213513671592,0.9698668605266966,0.1
2015-05-06,0.6823600711209088,0.9717319265308788,0.1
2015-05-07,0.6751543432959021,0.985864070697506,0.1
2015-05-08,0.6767029241330504,0.9333300293928075,0.1
2015-05-11,0.6728168847497272,0.9230808263770565,0.1
2015-05-12,0.6643079879529263,0.8917417375998823,0.1
2015-05-13,0.6701309205735748,0.8941026621837643,0.1
2015-05-14,0.6851173604883519,0.904619611042237,0.1
2015-05-15,0.6849365688352362,0.9075441304950284,0.1
2015-05-18,0.6815106962269541,0.9151001278797253,0.1
2015-05-19,0.6816816439324039,0.9296053391814251,0.1
2015-05-20,0.6864513874818182,0.9442848310366788,0.1
2015-05-21,0.6845485522312948,0.9483250316012011,0.1
2015-05-22,0.6849162600753057,0.9391881321571637,0.1
2015-05-25,0.6898385318781274,0.9349188438697601,0.1
2015-05-26,0.6907038006732419,0.938519731158992,0.1
2015-05-27,0.6984667459444007,0.9378484403925833,0.1
2015-05-28,0.7118776780590255,0.9305168263705883,0.1
2015-05-29,0.7128453291511807,0.9254301769294899,0.1
2015-06-01,0.7024776820555644,0.9235025379661101,0.1
2015-06-02,0.7023081203192229,0.9244041636645008,0.1
2015-06-03,0.7210422271057577,0.9535863517672721,0.1
