strategy,average_turnover,median_turnover,max_turnover,average_gross_exposure
buy_hold_equal_weight,0.0,0.0,0.0,1.0
classic_momentum_63_top,0.04642857142857143,0.0,1.0,0.7714285714285715
detime_rotation_top_trend_cycle_residual_volume,0.010714285714285714,0.0,2.0,0.9857142857142858
detime_rotation_long_short,0.013533485504104914,0.0,1.5,1.438417538358554
