,component_stability,cycle,cycle_amplitude,cycle_position,cycle_slope,cycle_turn_up,cycle_z,realized_vol_20,reconstruction_error,residual,residual_abs_z,residual_vol,residual_z,return_1d,season,season_slope,season_z,selected_period,trend,trend_acceleration,trend_gap,trend_slope,trend_strength,trend_strength_price_vol_adj,volume_component_stability,volume_cycle,volume_cycle_amplitude,volume_cycle_position,volume_cycle_slope,volume_cycle_turn_up,volume_cycle_z,volume_participation,volume_reconstruction_error,volume_residual,volume_residual_abs_z,volume_residual_vol,volume_residual_z,volume_selected_period,volume_shock,volume_trend,volume_trend_acceleration,volume_trend_gap,volume_trend_slope,volume_trend_strength
,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-13,0.9894462834527359,-0.070924328557125,0.033873319350176484,-2.093810996844679,-0.012577838756599256,0.0,-2.5783279316967076,0.20405389713750977,0.0,-0.01347686960957084,1.090088821064632,0.010666285501054371,-1.090088821064632,0.003528131061760975,-0.070924328557125,-0.012577838756599256,-2.5783279316967076,63.0,6.885350486183644,7.406423054590224e-07,-0.08440119816669611,0.0021410537007859887,0.18843767554981533,0.16656468849471145,0.8934307436537974,0.13555971098624436,0.41900782541489956,0.3235254875053712,-0.14961756716475363,0.0,0.35310107142229863,2.0,0.0,-0.04070036292188739,0.2913378112824567,0.11928093711032856,-0.2913378112824567,63.0,0.2913378112824567,14.257028199373469,-3.092623466969223e-06,0.09485934806435736,0.0019786307907480706,0.005819172384968341
2017-07-14,0.9894462834527359,-0.070924328557125,0.033873319350176484,-2.093810996844679,-0.012577838756599256,0.0,-2.5783279316967076,0.20390653422660854,0.0,-0.01347686960957084,1.090088821064632,0.010666285501054371,-1.090088821064632,0.009322624743138386,-0.070924328557125,-0.012577838756599256,-2.5783279316967076,63.0,6.885350486183644,7.406423054590224e-07,-0.08440119816669611,0.0021410537007859887,0.18843767554981533,0.16668506451621132,0.8934307436537974,0.13555971098624436,0.41900782541489956,0.3235254875053712,-0.14961756716475363,0.0,0.35310107142229863,2.0,0.0,-0.04070036292188739,0.2913378112824567,0.11928093711032856,-0.2913378112824567,63.0,0.2913378112824567,14.257028199373469,-3.092623466969223e-06,0.09485934806435736,0.0019786307907480706,0.005819172384968341
2017-07-17,0.9894462834527359,-0.070924328557125,0.033873319350176484,-2.093810996844679,-0.012577838756599256,0.0,-2.5783279316967076,0.20390728077875173,0.0,-0.01347686960957084,1.090088821064632,0.010666285501054371,-1.090088821064632,-0.0026883199896267085,-0.070924328557125,-0.012577838756599256,-2.5783279316967076,63.0,6.885350486183644,7.406423054590224e-07,-0.08440119816669611,0.0021410537007859887,0.18843767554981533,0.16668445424328893,0.8934307436537974,0.13555971098624436,0.41900782541489956,0.3235254875053712,-0.14961756716475363,0.0,0.35310107142229863,2.0,0.0,-0.04070036292188739,0.2913378112824567,0.11928093711032856,-0.2913378112824567,63.0,0.2913378112824567,14.257028199373469,-3.092623466969223e-06,0.09485934806435736,0.0019786307907480706,0.005819172384968341
2017-07-18,0.9894462834527359,-0.070924328557125,0.033873319350176484,-2.093810996844679,-0.012577838756599256,0.0,-2.5783279316967076,0.198126565366176,0.0,-0.01347686960957084,1.090088821064632,0.010666285501054371,-1.090088821064632,0.012565334494357927,-0.070924328557125,-0.012577838756599256,-2.5783279316967076,63.0,6.885350486183644,7.406423054590224e-07,-0.08440119816669611,0.0021410537007859887,0.18843767554981533,0.1715477868903921,0.8934307436537974,0.13555971098624436,0.41900782541489956,0.3235254875053712,-0.14961756716475363,0.0,0.35310107142229863,2.0,0.0,-0.04070036292188739,0.2913378112824567,0.11928093711032856,-0.2913378112824567,63.0,0.2913378112824567,14.257028199373469,-3.092623466969223e-06,0.09485934806435736,0.0019786307907480706,0.005819172384968341
2017-07-19,0.9894462834527359,-0.070924328557125,0.033873319350176484,-2.093810996844679,-0.012577838756599256,0.0,-2.5783279316967076,0.1969162188110821,0.0,-0.01347686960957084,1.090088821064632,0.010666285501054371,-1.090088821064632,0.005686752500018599,-0.070924328557125,-0.012577838756599256,-2.5783279316967076,63.0,6.885350486183644,7.406423054590224e-07,-0.08440119816669611,0.0021410537007859887,0.18843767554981533,0.1726022062476886,0.8934307436537974,0.13555971098624436,0.41900782541489956,0.3235254875053712,-0.14961756716475363,0.0,0.35310107142229863,2.0,0.0,-0.04070036292188739,0.2913378112824567,0.11928093711032856,-0.2913378112824567,63.0,0.2913378112824567,14.257028199373469,-3.092623466969223e-06,0.09485934806435736,0.0019786307907480706,0.005819172384968341
2017-07-20,0.9894462834527359,-0.070924328557125,0.033873319350176484,-2.093810996844679,-0.012577838756599256,0.0,-2.5783279316967076,0.19505062642997847,0.0,-0.01347686960957084,1.090088821064632,0.010666285501054371,-1.090088821064632,-0.002822143556600376,-0.070924328557125,-0.012577838756599256,-2.5783279316967076,63.0,6.885350486183644,7.406423054590224e-07,-0.08440119816669611,0.0021410537007859887,0.18843767554981533,0.17425308718462704,0.8934307436537974,0.13555971098624436,0.41900782541489956,0.3235254875053712,-0.14961756716475363,0.0,0.35310107142229863,2.0,0.0,-0.04070036292188739,0.2913378112824567,0.11928093711032856,-0.2913378112824567,63.0,0.2913378112824567,14.257028199373469,-3.092623466969223e-06,0.09485934806435736,0.0019786307907480706,0.005819172384968341
2017-07-21,0.9894462834527359,-0.070924328557125,0.033873319350176484,-2.093810996844679,-0.012577838756599256,0.0,-2.5783279316967076,0.195299350068844,0.0,-0.01347686960957084,1.090088821064632,0.010666285501054371,-1.090088821064632,0.004926880010075685,-0.070924328557125,-0.012577838756599256,-2.5783279316967076,63.0,6.885350486183644,7.406423054590224e-07,-0.08440119816669611,0.0021410537007859887,0.18843767554981533,0.1740311670302112,0.8934307436537974,0.13555971098624436,0.41900782541489956,0.3235254875053712,-0.14961756716475363,0.0,0.35310107142229863,2.0,0.0,-0.04070036292188739,0.2913378112824567,0.11928093711032856,-0.2913378112824567,63.0,0.2913378112824567,14.257028199373469,-3.092623466969223e-06,0.09485934806435736,0.0019786307907480706,0.005819172384968341
2017-07-24,0.9894462834527359,-0.070924328557125,0.033873319350176484,-2.093810996844679,-0.012577838756599256,0.0,-2.5783279316967076,0.19470042756236491,0.0,-0.01347686960957084,1.090088821064632,0.010666285501054371,-1.090088821064632,0.007626571691045081,-0.070924328557125,-0.012577838756599256,-2.5783279316967076,63.0,6.885350486183644,7.406423054590224e-07,-0.08440119816669611,0.0021410537007859887,0.18843767554981533,0.1745665083443505,0.8934307436537974,0.13555971098624436,0.41900782541489956,0.3235254875053712,-0.14961756716475363,0.0,0.35310107142229863,2.0,0.0,-0.04070036292188739,0.2913378112824567,0.11928093711032856,-0.2913378112824567,63.0,0.2913378112824567,14.257028199373469,-3.092623466969223e-06,0.09485934806435736,0.0019786307907480706,0.005819172384968341
