,component_stability,component_stability,component_stability,component_stability,component_stability,component_stability,component_stability,component_stability,component_stability,component_stability,component_stability,cycle,cycle,cycle,cycle,cycle,cycle,cycle,cycle,cycle,cycle,cycle,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_position,cycle_position,cycle_position,cycle_position,cycle_position,cycle_position,cycle_position,cycle_position,cycle_position,cycle_position,cycle_position,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_z,cycle_z,cycle_z,cycle_z,cycle_z,cycle_z,cycle_z,cycle_z,cycle_z,cycle_z,cycle_z,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,residual,residual,residual,residual,residual,residual,residual,residual,residual,residual,residual,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_vol,residual_vol,residual_vol,residual_vol,residual_vol,residual_vol,residual_vol,residual_vol,residual_vol,residual_vol,residual_vol,residual_z,residual_z,residual_z,residual_z,residual_z,residual_z,residual_z,residual_z,residual_z,residual_z,residual_z,return_1d,return_1d,return_1d,return_1d,return_1d,return_1d,return_1d,return_1d,return_1d,return_1d,return_1d,selected_period,selected_period,selected_period,selected_period,selected_period,selected_period,selected_period,selected_period,selected_period,selected_period,selected_period,trend,trend,trend,trend,trend,trend,trend,trend,trend,trend,trend,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_gap,trend_gap,trend_gap,trend_gap,trend_gap,trend_gap,trend_gap,trend_gap,trend_gap,trend_gap,trend_gap,trend_slope,trend_slope,trend_slope,trend_slope,trend_slope,trend_slope,trend_slope,trend_slope,trend_slope,trend_slope,trend_slope,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_participation,volume_participation,volume_participation,volume_participation,volume_participation,volume_participation,volume_participation,volume_participation,volume_participation,volume_participation,volume_participation,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_shock,volume_shock,volume_shock,volume_shock,volume_shock,volume_shock,volume_shock,volume_shock,volume_shock,volume_shock,volume_shock,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength
,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-04,0.9894058959993939,0.9879922182736656,0.9830259372646781,0.989545023195722,0.9901000742862307,0.9853436492792109,0.9959779623215842,0.9907943690400021,0.9936036374038995,0.9913628581419665,0.9897865498572865,0.008511448508394708,-0.028186908310685717,0.017363678048375894,-0.0042870882891896545,-0.016312268245029744,-0.021908333865483888,-0.013858101945895448,-0.014374560667201556,-0.0017494617374529905,0.020075118517032694,-0.02303582955813292,0.027301598279668958,0.030571768551069387,0.020600010751858636,0.034714841130722304,0.03677845265107272,0.0478652427472545,0.01440512120674664,0.01862384091524161,0.020204285829430846,0.01625364754743489,0.043218372445433764,0.3117564188328595,-0.9219914203745914,0.8428965526615737,-0.12349439459978194,-0.4435278558166975,-0.457708612922115,-0.9620260562919094,-0.771836525658125,-0.08658864520803922,1.2351146693202282,-0.5330101124628019,0.004275961949658585,-0.0026474336166626956,0.0069079045473893945,0.0007361424338674736,0.001183479637988892,0.00029690692772452637,-0.00424445781778164,5.488128908325412e-05,0.0008094688956323796,0.0023406747735244837,0.004152339714862317,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5909185283939066,-0.8972530916721791,0.8451351817631786,0.041983622214361103,-0.3733719130273182,-0.4463219832014163,-0.9273275202980549,-0.7148525872709792,0.05644010321199909,1.4286858637449238,-0.43966805584553403,0.17832241422654987,0.15267970447510512,0.2181036654208989,0.1527586846975832,0.152393964813506,0.21536153622270252,0.14390957151676356,0.14927465577430196,0.15102303868479403,0.13449227438512085,0.16497868487863304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003801499423976562,-0.01369661255722221,0.0016589147155290362,-0.01473564111485448,-0.011158088831232149,-0.02003445512236368,0.0002043734242906936,-0.006469930856315642,-0.004647427929682202,0.006966513649695472,-0.015272567367203393,0.23142939282130873,1.0005557006563794,0.22336663881335647,1.31504928300769,1.0574856654657467,1.2813688439787083,0.11995902670068789,0.5622659029641672,0.6618008532018878,1.0189904250474402,1.5090112902075308,0.010707540801447372,0.012153720954721517,0.017267156533583603,0.010565438215750664,0.00999891422178333,0.014874354476745595,0.004038279791894806,0.009291161968267368,0.006437539432537678,0.00871239202386655,0.01031884111194091,-0.23142939282130873,-1.0005557006563794,0.22336663881335647,-1.31504928300769,-1.0574856654657467,-1.2813688439787083,0.11995902670068789,-0.5622659029641672,-0.6618008532018878,1.0189904250474402,-1.5090112902075308,0.023471384250902894,-0.007983643590232514,0.022450231495672712,0.008032918447963278,0.0026636163573652283,-0.02787169863584049,0.013042975191104755,0.015927471547768857,-0.0037002919847706206,0.012524271082073879,-0.007355966610154252,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,3.8125415726641463,4.702004952737295,3.7499302621936037,3.9719252716421685,5.032678863732011,4.893751358661191,4.389017687148957,3.7240129823689565,3.7057563806577125,4.875048828235956,4.739247877501078,1.528825382219809e-06,7.801933742967483e-07,7.625429868749487e-06,-6.869266412401313e-07,-1.6536567435921322e-06,-1.0540616378661508e-06,6.62911424562638e-07,-7.514258953910963e-07,-2.549205836217556e-06,4.852231379750551e-06,-2.9494403945306592e-06,0.004709949084418241,-0.04188352086790825,0.019022592763904722,-0.019022729404043925,-0.027470357076261998,-0.0419427889878472,-0.013653728521604513,-0.020844491523517306,-0.006396889667135142,0.02704163216672839,-0.03830839692533594,0.0022158917344808236,0.0033178115508935234,0.00155629804063393,0.002161897254764078,0.0033560185718835454,0.00506267965459557,0.0005011715681943584,0.0010731605533027988,0.0011860721115780847,-0.00021345353224226925,0.0030503715325146175,0.23970683823446998,0.41286854519287813,0.12728948265790518,0.2564114840833741,0.4173526197387966,0.4542585638360326,0.06678383458691309,0.12229061721369833,0.13281905470208008,-0.01950545071524744,0.23640496045936563,0.19726174591971324,0.3449615372222729,0.11327395822996275,0.2246618910175165,0.3495882745668741,0.37317503118498635,0.055283689034587746,0.11412450127668086,0.12467178006308943,-0.0251945310002359,0.293511534046178,0.872324152212841,0.8628795682142598,0.8673775597491159,0.8627440261263953,0.868372988004404,0.8595263839704399,0.8740969106189999,0.8427387425343515,0.8639660898520615,0.875070912136643,0.8756310256567023,0.15530675220102155,-0.31965601940464405,-0.24647297712709273,-0.26032146169771725,-0.05918073738316383,-0.36349730330652935,-0.01796582658800932,0.03545104827566916,0.024235881463301474,0.03294535279658836,-0.26556704720345503,0.40128461818781536,0.38172018478048975,0.5108288227923717,0.3187931580550373,0.4190499703599002,0.2549826762811724,0.24849856609576848,0.41568126775278635,0.31579245399506534,0.2833878078931932,0.348637720815144,0.38702393553481657,-0.8374092650815061,-0.48249622207944615,-0.8165842180714497,-0.14122596723296593,-1.4255764689843913,-0.07229750605890095,0.08528420938291426,0.07674623366270635,0.11625536412945815,-0.7617278089753899,0.06438658195329534,-0.10006119013767806,-0.043060470643296066,-0.025008116655352342,0.08002231456996055,-0.047345435364338447,0.015645986926024136,-0.016601651242004443,0.11079973179369322,0.09096476518709518,-0.06568903346276654,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4269092700485636,-1.0782845415863975,-0.6893139579691985,-1.1447803175018276,-0.1812460827764342,-1.6371276911424248,-0.08419466172304275,-0.013034350089380716,0.04259641614394504,0.20389025991713478,-0.9295969201931952,1.0909090909090908,0.9090909090909092,0.9090909090909092,0.6363636363636364,1.2727272727272727,1.1818181818181817,1.3636363636363638,1.0909090909090908,1.0909090909090908,1.2727272727272727,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.15579095490209838,0.05473001958027446,-0.016481428957185074,0.10593903463385601,0.08431946177512728,0.14694648360235973,0.1793089938675898,0.17879706878420265,0.10315108053360333,0.0825916908298403,0.12512094732322865,1.0269871535434107,0.33985679341994357,0.10255176139533417,0.6548036112192733,0.5770369670718409,0.8659873107838699,1.2460621243381889,0.9259063979495562,0.5966142916576898,0.49436974672303824,0.8884124320249561,0.14636284856183496,0.15891027767584365,0.15290047426318515,0.15909234919871376,0.15157888812051404,0.16343141833606364,0.14403790684014747,0.18660736658756163,0.15745283495007523,0.14276453042910572,0.14203354004047988,1.0269871535434107,0.33985679341994357,-0.10255176139533417,0.6548036112192733,0.5770369670718409,0.8659873107838699,1.2460621243381889,0.9259063979495562,0.5966142916576898,0.49436974672303824,0.8884124320249561,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.0269871535434107,0.33985679341994357,0.10255176139533417,0.6548036112192733,0.5770369670718409,0.8659873107838699,1.2460621243381889,0.9259063979495562,0.5966142916576898,0.49436974672303824,0.8884124320249561,16.058970011399552,15.497866390175336,17.439666433501596,17.301833210283156,16.30690642177954,16.333505920482345,16.468851356518996,15.400543716949052,17.057967934366495,16.571745644377085,15.979621316225565,8.331444357565942e-05,7.500596547643565e-05,6.540148381091615e-05,9.96584440804327e-05,9.58520848207911e-05,8.24190081144139e-05,8.274419748545364e-05,0.00011459623700751818,6.650729567425628e-05,4.968488250796099e-05,0.00010244091387690444,0.31109770710311935,-0.26492599982436893,-0.2629544060842761,-0.15438242706386163,0.025138724391965184,-0.216550819704171,0.1613431672795791,0.21424811705987246,0.1273869619969048,0.11553704362642847,-0.14044609988022572,0.00041949201146778136,0.005086122360785694,0.0054720329832825595,-0.00242233535830465,0.009300487727564644,0.0042507694555304456,0.0031092539073192425,0.0014092976199624018,0.004897107876898588,0.010285233808369298,0.0037182472958519953,0.0012988324754765648,0.015713142639550932,0.015998439683613537,-0.007564824957444694,0.030376045762045247,0.015779642846458157,0.010915467079118824,0.004205859510896786,0.016989084292910718,0.035130525516479084,0.011139712342563975
2026-02-05,0.9894058959993939,0.9879922182736656,0.9830259372646781,0.989545023195722,0.9901000742862307,0.9853436492792109,0.9959779623215842,0.9907943690400021,0.9936036374038995,0.9913628581419665,0.9897865498572865,0.008511448508394708,-0.028186908310685717,0.017363678048375894,-0.0042870882891896545,-0.016312268245029744,-0.021908333865483888,-0.013858101945895448,-0.014374560667201556,-0.0017494617374529905,0.020075118517032694,-0.02303582955813292,0.027301598279668958,0.030571768551069387,0.020600010751858636,0.034714841130722304,0.03677845265107272,0.0478652427472545,0.01440512120674664,0.01862384091524161,0.020204285829430846,0.01625364754743489,0.043218372445433764,0.3117564188328595,-0.9219914203745914,0.8428965526615737,-0.12349439459978194,-0.4435278558166975,-0.457708612922115,-0.9620260562919094,-0.771836525658125,-0.08658864520803922,1.2351146693202282,-0.5330101124628019,0.004275961949658585,-0.0026474336166626956,0.0069079045473893945,0.0007361424338674736,0.001183479637988892,0.00029690692772452637,-0.00424445781778164,5.488128908325412e-05,0.0008094688956323796,0.0023406747735244837,0.004152339714862317,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5909185283939066,-0.8972530916721791,0.8451351817631786,0.041983622214361103,-0.3733719130273182,-0.4463219832014163,-0.9273275202980549,-0.7148525872709792,0.05644010321199909,1.4286858637449238,-0.43966805584553403,0.19520841889038507,0.15349439667547815,0.21871498672603026,0.15129686544185753,0.135569335479238,0.2214119946223564,0.1328026896372419,0.14157024269191165,0.12195663329939845,0.13080500937401265,0.1806102505376335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003801499423976562,-0.01369661255722221,0.0016589147155290362,-0.01473564111485448,-0.011158088831232149,-0.02003445512236368,0.0002043734242906936,-0.006469930856315642,-0.004647427929682202,0.006966513649695472,-0.015272567367203393,0.23142939282130873,1.0005557006563794,0.22336663881335647,1.31504928300769,1.0574856654657467,1.2813688439787083,0.11995902670068789,0.5622659029641672,0.6618008532018878,1.0189904250474402,1.5090112902075308,0.010707540801447372,0.012153720954721517,0.017267156533583603,0.010565438215750664,0.00999891422178333,0.014874354476745595,0.004038279791894806,0.009291161968267368,0.006437539432537678,0.00871239202386655,0.01031884111194091,-0.23142939282130873,-1.0005557006563794,0.22336663881335647,-1.31504928300769,-1.0574856654657467,-1.2813688439787083,0.11995902670068789,-0.5622659029641672,-0.6618008532018878,1.0189904250474402,-1.5090112902075308,-0.02678744363916452,-0.00505140325567055,-0.011735737819631442,-0.012416586429995102,-0.006021569756270884,-0.018027693101037356,-0.0008047179544711236,-0.005547555110367086,0.00046420979072481217,-0.007626783030204032,-0.0215653689185642,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,3.8125415726641463,4.702004952737295,3.7499302621936037,3.9719252716421685,5.032678863732011,4.893751358661191,4.389017687148957,3.7240129823689565,3.7057563806577125,4.875048828235956,4.739247877501078,1.528825382219809e-06,7.801933742967483e-07,7.625429868749487e-06,-6.869266412401313e-07,-1.6536567435921322e-06,-1.0540616378661508e-06,6.62911424562638e-07,-7.514258953910963e-07,-2.549205836217556e-06,4.852231379750551e-06,-2.9494403945306592e-06,0.004709949084418241,-0.04188352086790825,0.019022592763904722,-0.019022729404043925,-0.027470357076261998,-0.0419427889878472,-0.013653728521604513,-0.020844491523517306,-0.006396889667135142,0.02704163216672839,-0.03830839692533594,0.0022158917344808236,0.0033178115508935234,0.00155629804063393,0.002161897254764078,0.0033560185718835454,0.00506267965459557,0.0005011715681943584,0.0010731605533027988,0.0011860721115780847,-0.00021345353224226925,0.0030503715325146175,0.23970683823446998,0.41286854519287813,0.12728948265790518,0.2564114840833741,0.4173526197387966,0.4542585638360326,0.06678383458691309,0.12229061721369833,0.13281905470208008,-0.01950545071524744,0.23640496045936563,0.1801981234578352,0.3431306073651473,0.11295735082681187,0.22683255778793215,0.39297340379033346,0.36297739033150195,0.05990731078182217,0.12033528599979676,0.15438529708077198,-0.025904740135663955,0.26810851953257203,0.872324152212841,0.8628795682142598,0.8673775597491159,0.8627440261263953,0.868372988004404,0.8595263839704399,0.8740969106189999,0.8427387425343515,0.8639660898520615,0.875070912136643,0.8756310256567023,0.15530675220102155,-0.31965601940464405,-0.24647297712709273,-0.26032146169771725,-0.05918073738316383,-0.36349730330652935,-0.01796582658800932,0.03545104827566916,0.024235881463301474,0.03294535279658836,-0.26556704720345503,0.40128461818781536,0.38172018478048975,0.5108288227923717,0.3187931580550373,0.4190499703599002,0.2549826762811724,0.24849856609576848,0.41568126775278635,0.31579245399506534,0.2833878078931932,0.348637720815144,0.38702393553481657,-0.8374092650815061,-0.48249622207944615,-0.8165842180714497,-0.14122596723296593,-1.4255764689843913,-0.07229750605890095,0.08528420938291426,0.07674623366270635,0.11625536412945815,-0.7617278089753899,0.06438658195329534,-0.10006119013767806,-0.043060470643296066,-0.025008116655352342,0.08002231456996055,-0.047345435364338447,0.015645986926024136,-0.016601651242004443,0.11079973179369322,0.09096476518709518,-0.06568903346276654,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4269092700485636,-1.0782845415863975,-0.6893139579691985,-1.1447803175018276,-0.1812460827764342,-1.6371276911424248,-0.08419466172304275,-0.013034350089380716,0.04259641614394504,0.20389025991713478,-0.9295969201931952,1.0909090909090908,0.9090909090909092,0.9090909090909092,0.6363636363636364,1.2727272727272727,1.1818181818181817,1.3636363636363638,1.0909090909090908,1.0909090909090908,1.2727272727272727,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.15579095490209838,0.05473001958027446,-0.016481428957185074,0.10593903463385601,0.08431946177512728,0.14694648360235973,0.1793089938675898,0.17879706878420265,0.10315108053360333,0.0825916908298403,0.12512094732322865,1.0269871535434107,0.33985679341994357,0.10255176139533417,0.6548036112192733,0.5770369670718409,0.8659873107838699,1.2460621243381889,0.9259063979495562,0.5966142916576898,0.49436974672303824,0.8884124320249561,0.14636284856183496,0.15891027767584365,0.15290047426318515,0.15909234919871376,0.15157888812051404,0.16343141833606364,0.14403790684014747,0.18660736658756163,0.15745283495007523,0.14276453042910572,0.14203354004047988,1.0269871535434107,0.33985679341994357,-0.10255176139533417,0.6548036112192733,0.5770369670718409,0.8659873107838699,1.2460621243381889,0.9259063979495562,0.5966142916576898,0.49436974672303824,0.8884124320249561,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.0269871535434107,0.33985679341994357,0.10255176139533417,0.6548036112192733,0.5770369670718409,0.8659873107838699,1.2460621243381889,0.9259063979495562,0.5966142916576898,0.49436974672303824,0.8884124320249561,16.058970011399552,15.497866390175336,17.439666433501596,17.301833210283156,16.30690642177954,16.333505920482345,16.468851356518996,15.400543716949052,17.057967934366495,16.571745644377085,15.979621316225565,8.331444357565942e-05,7.500596547643565e-05,6.540148381091615e-05,9.96584440804327e-05,9.58520848207911e-05,8.24190081144139e-05,8.274419748545364e-05,0.00011459623700751818,6.650729567425628e-05,4.968488250796099e-05,0.00010244091387690444,0.31109770710311935,-0.26492599982436893,-0.2629544060842761,-0.15438242706386163,0.025138724391965184,-0.216550819704171,0.1613431672795791,0.21424811705987246,0.1273869619969048,0.11553704362642847,-0.14044609988022572,0.00041949201146778136,0.005086122360785694,0.0054720329832825595,-0.00242233535830465,0.009300487727564644,0.0042507694555304456,0.0031092539073192425,0.0014092976199624018,0.004897107876898588,0.010285233808369298,0.0037182472958519953,0.0012988324754765648,0.015713142639550932,0.015998439683613537,-0.007564824957444694,0.030376045762045247,0.015779642846458157,0.010915467079118824,0.004205859510896786,0.016989084292910718,0.035130525516479084,0.011139712342563975
