strategy,strategy_group,cagr,sharpe,max_drawdown,calmar,average_turnover,average_gross_exposure,total_return,volatility,hit_rate
detime_residual_z_1p0_cycle_volume,detime_residual_mean_reversion,0.041672415655692685,0.8524080592252191,-0.07515765139721287,0.5544667093899911,0.00496031746031746,0.1259920634920635,0.17740169136685324,0.049325112826140285,0.06646825396825397
detime_residual_rsi_14,detime_residual_mean_reversion,0.041672415655692685,0.8524080592252191,-0.07515765139721287,0.5544667093899911,0.00496031746031746,0.1259920634920635,0.17740169136685324,0.049325112826140285,0.06646825396825397
detime_trend_pullback_residual,detime_residual_mean_reversion,0.041672415655692685,0.8524080592252191,-0.07515765139721287,0.5544667093899911,0.00496031746031746,0.1259920634920635,0.17740169136685324,0.049325112826140285,0.06646825396825397
detime_residual_band_1p25z,detime_residual_mean_reversion,0.02666509637759673,0.8200279882826065,-0.03209530963915086,0.8308097562352168,0.001984126984126984,0.0625,0.11100289371210059,0.032742816363123366,0.03273809523809524
classic_rsi_14_reversion,classical_mean_reversion,0.047592457817128064,0.7005372993074668,-0.10492501906798712,0.45358541022794663,0.00992063492063492,0.06746031746031746,0.204396409601586,0.06986418729992362,0.04265873015873016
classic_price_zscore_63_1p5z,classical_mean_reversion,0.06832019003863343,0.6915623469912614,-0.13965062366961678,0.4892222336239919,0.01984126984126984,0.22420634920634921,0.3025840157911457,0.10328748551027446,0.12202380952380952
classic_apo_10_40_reversion,classical_mean_reversion,0.05543392832062444,0.5102067711574295,-0.1570661303430262,0.35293368595482005,0.017857142857142856,0.30257936507936506,0.24086405477543682,0.11988380890598237,0.16468253968253968
classic_bollinger_20_2z,classical_mean_reversion,0.04100357551666667,0.4238992369713299,-0.17690751610651168,0.2317797254695466,0.031746031746031744,0.16765873015873015,0.17438064417602628,0.1087049275538184,0.0992063492063492
