strategy,strategy_group,cagr,sharpe,max_drawdown,calmar,average_turnover,average_gross_exposure,total_return,volatility,hit_rate
detime_rotation_no_voltarget_ablation,detime_rotation,0.18589323511737055,0.969994169622672,-0.30521052035870133,0.6090656209979194,0.005836882789083451,0.9985802176999526,3.177018602158369,0.19559993931152408,0.558920965451964
detime_rotation_top_trend_cycle_residual_volume,detime_rotation,0.132622457470166,0.8483324508989465,-0.21845922470563228,0.6070810589430181,0.01797236843466231,0.9579774594809033,1.8411871737065373,0.1624476901484549,0.558920965451964
detime_rotation_monthly_low_turnover,detime_rotation,0.10453490620010286,0.8142107960185921,-0.18652052320708834,0.5604472065738352,0.01596252537241167,0.7755612255289261,1.3017397701030315,0.13305004543602844,0.5537150970184572
classic_momentum_252_21_top,classical_rotation,0.1135733884377772,0.7884816938347263,-0.24146352851723207,0.4703542151280707,0.029313316722993223,0.8539145646536788,1.4645282343738022,0.15096760485624716,0.4784666351159489
buy_hold_equal_weight,classical_rotation,0.12009237008533336,0.7204245426967594,-0.36344046961450016,0.33043202429469354,0.0,1.0000000000000002,1.588150519353222,0.18007989771994887,0.5522953147184099
classic_inverse_vol_equal_weight,classical_rotation,0.10224455978975788,0.7113764819355853,-0.25838632601561506,0.39570422075500594,0.01599639875614456,1.1782314857653813,1.2620248561369727,0.15350538371568995,0.5456696639848556
detime_rotation_long_short,detime_rotation,0.07045025764247104,0.6976847375445726,-0.14271810660038187,0.49363223294249153,0.011953547767111545,1.4099378832115084,0.7697530959214627,0.10557646485693978,0.5205868433506863
classic_ma_trend_50_200_top,classical_rotation,0.08141652642121588,0.5729031748107625,-0.2350062565479103,0.34644408032863433,0.03548686234477386,0.9504711323887591,0.9276519684499809,0.15870420246759304,0.5120681495504023
classic_momentum_63_top,classical_rotation,0.060891375697838646,0.45405997258096437,-0.24185666300013609,0.2517663765906023,0.11037521417991117,1.012612563545277,0.6415292198073221,0.15769815982304297,0.5115948887837198
