,component_stability,component_stability,component_stability,component_stability,component_stability,component_stability,component_stability,component_stability,component_stability,cycle,cycle,cycle,cycle,cycle,cycle,cycle,cycle,cycle,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_amplitude,cycle_position,cycle_position,cycle_position,cycle_position,cycle_position,cycle_position,cycle_position,cycle_position,cycle_position,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_slope,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_turn_up,cycle_z,cycle_z,cycle_z,cycle_z,cycle_z,cycle_z,cycle_z,cycle_z,cycle_z,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,realized_vol_20,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,reconstruction_error,residual,residual,residual,residual,residual,residual,residual,residual,residual,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_abs_z,residual_vol,residual_vol,residual_vol,residual_vol,residual_vol,residual_vol,residual_vol,residual_vol,residual_vol,residual_z,residual_z,residual_z,residual_z,residual_z,residual_z,residual_z,residual_z,residual_z,return_1d,return_1d,return_1d,return_1d,return_1d,return_1d,return_1d,return_1d,return_1d,season,season,season,season,season,season,season,season,season,season_slope,season_slope,season_slope,season_slope,season_slope,season_slope,season_slope,season_slope,season_slope,season_z,season_z,season_z,season_z,season_z,season_z,season_z,season_z,season_z,selected_period,selected_period,selected_period,selected_period,selected_period,selected_period,selected_period,selected_period,selected_period,trend,trend,trend,trend,trend,trend,trend,trend,trend,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_acceleration,trend_gap,trend_gap,trend_gap,trend_gap,trend_gap,trend_gap,trend_gap,trend_gap,trend_gap,trend_slope,trend_slope,trend_slope,trend_slope,trend_slope,trend_slope,trend_slope,trend_slope,trend_slope,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,trend_strength_price_vol_adj,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_component_stability,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_amplitude,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_position,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_slope,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_turn_up,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_cycle_z,volume_participation,volume_participation,volume_participation,volume_participation,volume_participation,volume_participation,volume_participation,volume_participation,volume_participation,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_reconstruction_error,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_abs_z,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_vol,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_residual_z,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_selected_period,volume_shock,volume_shock,volume_shock,volume_shock,volume_shock,volume_shock,volume_shock,volume_shock,volume_shock,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_acceleration,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_gap,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_slope,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength,volume_trend_strength
,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK,AAPL,GLD,MSFT,NVDA,QQQ,SPY,TLT,XLE,XLK
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-05,0.9882230947698698,0.9911834342804751,0.9935254935794013,0.989464204944616,0.9930743449073612,0.9953348871478634,0.9946890058871152,0.9902520750541297,0.9926632626095152,0.008846567427543348,-0.0199206128039702,-0.03945687021755616,-0.0013412870295051397,-0.014809555926992493,-0.018510341082228612,-0.0024044771280263065,-0.006341290320819306,-0.011769520514871346,0.025953384497571196,0.03916852000536758,0.021596179997297762,0.03903734670968035,0.012644821235552044,0.009830859812285332,0.01601597376397313,0.025342896720954425,0.0223529952380647,0.3408637292770188,-0.508587324737614,-1.8270300683114422,-0.034359072593890524,-1.1711953573675609,-1.882881195926923,-0.1501299367313456,-0.25021963315369067,-0.5265299074686247,0.01046995299008969,-0.004000165299032753,-0.012672315785376522,-0.027786899131055084,-0.008100636364227145,-0.005216521946783699,-0.0025941688060864706,-0.0011752613599151276,-0.011900499173127662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3558017516366065,-0.7366055204171359,-2.519286700330243,-0.20600898257591038,-1.8470651017427682,-2.73419595222731,-0.30180747142147396,-0.46738577476635945,-0.9717027553708071,0.16692218574864434,0.15979553096307722,0.21181721203523934,0.37870512417473434,0.1845091313329178,0.13398485651633427,0.0751691114749388,0.17828824092584086,0.22206562413618802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019538450651259254,-0.0020711242620361503,-0.007744427682430555,-0.012438611363453589,0.0011677390683804134,0.0016773044217321953,-0.0028617919788676005,0.008585782419962662,0.0022397380371277364,1.6087259728078767,0.07030068044162151,0.7728873224105958,1.0908488362835913,0.45348895229722347,0.5701948103766493,0.749159237434798,0.7937461759203082,0.6057393508160719,0.011917253596337635,0.008894988974392037,0.006516698829008262,0.010647979990315751,0.006973954294715756,0.0046869781340674824,0.005339351376612622,0.009843882372412578,0.007390962944672744,-1.6087259728078767,-0.07030068044162151,-0.7728873224105958,-1.0908488362835913,0.45348895229722347,0.5701948103766493,-0.749159237434798,0.7937461759203082,0.6057393508160719,-0.006840055245008081,-0.0017823532991586566,0.004824844083790358,-0.005289605638251649,0.0040773927632637985,0.0018995368427094927,-0.004628743138190616,-0.004120682665948228,0.007317764758932643,0.008846567427543348,-0.0199206128039702,-0.03945687021755616,-0.0013412870295051397,-0.014809555926992493,-0.018510341082228612,-0.0024044771280263065,-0.006341290320819306,-0.011769520514871346,0.01046995299008969,-0.004000165299032753,-0.012672315785376522,-0.027786899131055084,-0.008100636364227145,-0.005216521946783699,-0.0025941688060864706,-0.0011752613599151276,-0.011900499173127662,0.3558017516366065,-0.7366055204171359,-2.519286700330243,-0.20600898257591038,-1.8470651017427682,-2.73419595222731,-0.30180747142147396,-0.46738577476635945,-0.9717027553708071,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,5.605436502609132,5.924816329018418,6.249679237756657,5.250537538463163,6.427287063985928,6.518895520482927,4.480145916414149,3.770007865776794,4.980604527037041,1.068820276444154e-06,3.7985835047749625e-06,5.334100485756502e-09,-2.9203945679512344e-06,1.7051162632242441e-06,5.649933201823474e-07,-7.859335463322737e-07,-8.86562290887123e-07,1.8550994445121292e-06,-0.010691883223715948,-0.021991737066006323,-0.04720129789998673,-0.013779898392958678,-0.013641816858611655,-0.01683303666049607,-0.005266269106893873,0.002244492099143347,-0.009529782477743609,0.003303552154042144,0.002750826910760651,0.00038211397056979733,0.0014916892663983106,0.0014141056238825556,0.0011177980962836288,0.0006780141826778774,0.00024078675201844035,0.0017077194284807363,0.23520272877525097,0.19295932071136987,0.03703100877402014,0.07174798992432169,0.15140248687210112,0.16523847958277554,0.11076296792917971,0.02369509450356175,0.14984198501575802,0.31417192637499425,0.2732743723583387,0.028637291431269824,0.06252841982071353,0.12166460644048459,0.13243656881643087,0.14318569506781637,0.021439278153449384,0.1220774516745414,0.8417072863399933,0.8662228272390214,0.8404357934092566,0.8657707740294444,0.924034715741578,0.9202275854297043,0.8619939462284492,0.8838645294877827,0.9179570028219822,0.1302065831144761,-0.49276972486246534,-0.05989733395474793,-0.017571997635490215,0.13554158616250594,0.1306784644498568,0.10357042734735969,0.26265026033921723,0.08353276625810614,0.23218890877061993,0.4971531722541216,0.2379060527650676,0.19543444571473267,0.2714442128755369,0.24442193012707153,0.32034854215406516,0.2843410444101597,0.2768006491865595,0.5607786513288917,-0.9911829037059693,-0.2517688526976858,-0.08991248994585835,0.4993349636234662,0.5346429609707454,0.3233054430359364,0.9237156066692314,0.3017795171481138,0.048302809228944345,0.10352821698238725,0.007941778383024548,0.0336931624945431,0.15042167296469452,0.10781002471608847,-0.0673894711458768,0.1293092196890694,0.15846137134090893,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7012972650366529,-1.2968218235728728,-0.3813491682834221,-0.08908300526731817,0.6901031477736461,0.6817447264766944,0.4048761149488724,1.1228283098941272,0.3799771292377508,0.5555555555555556,1.1111111111111112,1.8888888888888888,1.7777777777777777,1.3333333333333335,1.0,0.5555555555555556,0.4444444444444444,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07185307454314227,-0.46954611415989334,0.17069784511311425,0.16807094748670792,0.06370611837488127,0.013403009391129928,0.013005197141072955,-0.005160278731345613,0.06199410877946221,0.29596210018001584,2.960492582747657,0.9361019654745558,1.0947397399930645,0.8464352418875546,0.18406369303042214,0.05023799692243372,0.06656354971465936,0.7354928151959689,0.1880614748487125,0.1544373671003069,0.18985888968801024,0.15504014457063503,0.08221042236216909,0.0866877018613234,0.16010095474032013,0.13139510257247242,0.089375642786973,-0.29596210018001584,-2.960492582747657,0.9361019654745558,1.0947397399930645,0.8464352418875546,0.18406369303042214,0.05023799692243372,-0.06656354971465936,0.7354928151959689,42.0,63.0,21.0,21.0,63.0,63.0,42.0,63.0,63.0,0.29596210018001584,2.960492582747657,0.9361019654745558,1.0947397399930645,0.8464352418875546,0.18406369303042214,0.05023799692243372,0.06656354971465936,0.7354928151959689,17.692974722916528,16.708057266053018,17.015490294831295,19.072317007415876,17.894526321002182,18.11449556028034,17.196272483739637,17.028582347150948,16.88072253221881,2.337224034263839e-05,8.907702417106089e-07,0.0003514683999125627,0.0001832641703094851,-1.2527326377664503e-06,-6.972446461759327e-06,-3.762760599826734e-05,9.125712746254049e-06,-5.842520766634676e-06,0.058353508571332924,-0.9623158390223594,0.11080051115836653,0.1504989498512188,0.19924770453738816,0.14408147384098768,0.1165756244884335,0.25748998160787195,0.145526875037568,-0.0009169243059481858,0.009826321640564118,0.018038902624387988,0.0073070140626605,0.004098125050756352,0.0008071850059671703,-0.0046324640172223045,-0.003551313975751924,0.006952394384608596,-0.0026604056309806677,0.024379425534745668,0.05722829043575896,0.0278377383956491,0.014880939223638017,0.002945316291091379,-0.01461877419607167,-0.012059624297315765,0.02218528698274411
2025-12-08,0.9842397414085347,0.9922956083765855,0.994632061077207,0.9902182721259347,0.9934043448117685,0.995158173382973,0.9946902969232406,0.9913832210962389,0.9925023517865966,-0.0023904817475165234,-0.030979817344633138,-0.04018341624402978,-0.05186465471157552,-0.022610078566989898,-0.016926683568969536,-0.025350555666261765,-0.0016643550899784346,-0.03388745299906558,0.02283154826633034,0.037540529937262146,0.04074523315678767,0.056097688635161465,0.02773806870327364,0.018398727130937875,0.015782425509607068,0.021663482940744612,0.04306399435059471,-0.10470081658619111,-0.8252365482208555,-0.9862114689200028,-0.9245417408898864,-0.8151280757158964,-0.9199920976917444,-1.6062521980049353,-0.0768276779155993,-0.7869091919897739,-0.009883760236501686,-0.0009155228014114484,0.006331382622408152,0.00897033395290843,0.0014238770117312946,-8.859277783850386e-05,-0.0015838918212386088,-0.0065874749254331314,0.005323744619933413,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.27065109737129744,-0.934092891317468,-1.2448078602499721,-1.1269469237767442,-0.7940799034593564,-0.8357152271503078,-2.0235143839688097,-0.14720369116170434,-0.8564342287024654,0.1662093270930919,0.1603490978378972,0.22032666081416577,0.3840554987061687,0.18419191858165657,0.13476309761934593,0.07555516557544004,0.17769039603232548,0.22249914773647214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033013998770297093,-0.01935309076135816,0.0061155561319354845,0.011309459145024903,-0.0016118525301758169,-0.0012751420413099623,-0.010774480905429762,0.0035957499015082384,0.004198735165201306,0.18397126063408248,2.4912395534880933,1.3135353630900721,1.330379928521464,0.010724292463770988,0.05592009205174339,2.0880554411835583,0.5826376419013466,0.8122833259423191,0.016012621649387028,0.007764210138971659,0.005396909201759804,0.009878355257032874,0.0066394466892343825,0.004865383962599279,0.005338046518783974,0.008691673129421157,0.007554287604363737,0.18397126063408248,-2.4912395534880933,1.3135353630900721,1.330379928521464,-0.010724292463770988,-0.05592009205174339,-2.0880554411835583,0.5826376419013466,0.8122833259423191,-0.003192433705098474,-0.002639449868615973,0.016267929045017837,0.017213976338018577,-0.0019184508699994218,-0.0030042775146746914,-0.0032891129101935146,-0.010888460239158237,0.007026009710353165,-0.0023904817475165234,-0.030979817344633138,-0.04018341624402978,-0.05186465471157552,-0.022610078566989898,-0.016926683568969536,-0.025350555666261765,-0.0016643550899784346,-0.03388745299906558,-0.009883760236501686,-0.0009155228014114484,0.006331382622408152,0.00897033395290843,0.0014238770117312946,-8.859277783850386e-05,-0.0015838918212386088,-0.0065874749254331314,0.005323744619933413,-0.27065109737129744,-0.934092891317468,-1.2448078602499721,-1.1269469237767442,-0.7940799034593564,-0.8357152271503078,-2.0235143839688097,-0.14720369116170434,-0.8564342287024654,21.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,5.6244582528715545,6.004666591714991,6.226109333027202,5.263825487126327,6.458273286148316,6.539940826568076,4.493402071427424,3.7990204094534437,5.021639698297037,-2.221556112136369e-05,-9.267522850819367e-07,3.9151178995666884e-07,2.4474103890526414e-06,1.8202276865864151e-06,1.0573278756354204e-06,-6.075501267233151e-07,1.289282659957527e-06,2.3101292179106194e-06,0.0009109181295130497,-0.050332908105991336,-0.03406786011209473,-0.04055519556655085,-0.024221931097165417,-0.018201825610279165,-0.03612503657169164,0.0019313948115295965,-0.02968871783386451,0.0013382301298465293,0.003080973262189346,-8.095443082147824e-05,0.001267569514470246,0.0015055954509049841,0.001119218963799007,0.0006361625061718001,0.0006330869446588671,0.0018746026042961716,0.09877391223060408,0.2115225738723589,-0.00684025228497476,0.05452674170868516,0.14191391328355848,0.14676793503131638,0.12050639324487378,0.058982074175967396,0.14431037502106633,0.12781319251330708,0.3050153380429763,-0.005832756435617277,0.052393579301969875,0.12975915018949608,0.1318391351698495,0.13366083747536595,0.05655873309195795,0.13374610235079562,0.8211201545786776,0.8416633459052034,0.9182981203869899,0.91963696688632,0.9109010367676789,0.9176049737445172,0.8690065455631852,0.8851493431742075,0.8858532697045398,-0.16007055456257643,-0.43716060746138286,-0.1480567198151767,-0.0024948643443149024,-0.344298560877327,-0.35085326852415905,-0.16634441587601104,0.04989863539130822,-0.664275314138234,0.17763187030096717,0.49749698068848947,0.34331939391100963,0.2913368843730958,0.27106906270355047,0.24801585713000268,0.2830063050951629,0.24572284732359728,0.32665745112226485,-0.9011364587360523,-0.8787201217895124,-0.4312506733980855,-0.00856350320926523,-1.270150704186381,-1.414640469294015,-0.5877763600337059,0.20306876602887744,-2.0335532278661184,-0.06842623949225866,0.025718371902032484,-0.1411582521802514,0.05685052528276922,-0.049742935462110636,-0.01826507641801171,0.07311492703497667,0.049309738240480766,-0.13699535642143087,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.9430796575555918,-1.0132803665619183,-0.570837840017468,-0.019777124172202423,-1.5228954288271728,-1.6784350904649818,-0.7477263084125012,0.18030813231292644,-2.1119670123765535,0.7777777777777777,1.3333333333333333,1.6666666666666665,1.2222222222222223,1.222222222222222,0.8888888888888888,1.1111111111111112,0.6666666666666666,1.1111111111111112,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.05230248701171902,-0.4603129146582319,0.12285229426663946,0.04768665883669598,0.0005129585516989721,-0.03397249739420616,0.18475647858370792,-0.11357296710900044,-0.19003643598423636,0.16604544266641402,2.4830085328508216,1.4044811649034126,0.5414967782651385,0.04221365822738968,0.3877600968976596,1.3040536323307832,0.67167554477916,1.5313894112706898,0.21784856262979782,0.18812349957393612,0.08897097554613238,0.08738560541533134,0.0978140979490898,0.08979356979643341,0.15073931848455815,0.12975285776514267,0.12885512104451585,0.16604544266641402,-2.4830085328508216,1.4044811649034126,0.5414967782651385,-0.04221365822738968,-0.3877600968976596,1.3040536323307832,-0.67167554477916,-1.5313894112706898,21.0,63.0,63.0,63.0,63.0,63.0,42.0,63.0,63.0,0.16604544266641402,2.4830085328508216,1.4044811649034126,0.5414967782651385,0.04221365822738968,0.3877600968976596,1.3040536323307832,0.67167554477916,1.5313894112706898,17.566423020121203,16.633151569013258,16.930206279903498,19.090290478096986,17.931192379795576,18.211869784685177,17.270777796813366,17.207521249629583,16.782795453853424,3.98898274411863e-06,-4.968406874951373e-05,5.160753021300496e-06,-4.895082584823731e-06,-1.1000398335880846e-05,-4.6144079547615587e-07,6.131578829169371e-05,1.2286334561366635e-05,-2.889378790001734e-05,-0.10776806755085744,-0.8974735221196131,-0.0252044255485373,0.04519179449238209,-0.34378560232562805,-0.3848257659183645,0.018412062707696464,-0.06367433171769221,-0.8543117501224717,-0.006125839817148204,0.003930642800682449,0.002202390031985857,0.0018751485876329355,0.0029634786313664564,0.0019234721888167882,0.0005718659983465102,0.0006179642058270929,0.002204148460706534,-0.018583369854267437,0.012349172720398835,0.006835878462142862,0.00700724400442688,0.01040735000496069,0.006986083272591122,0.0019527585385976348,0.002159220014356075,0.006170061773787598
