Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,555.647278,556.788025,552.06073,554.481689,554.481689,3656400
2014-01-03,555.418152,556.379578,550.401978,550.436829,550.436829,3345800
2014-01-06,554.42688,557.340942,551.1541139999999,556.573853,556.573853,3551800
2014-01-07,560.399475,567.717041,558.486633,567.303589,567.303589,5124300
2014-01-08,570.860291,571.517822,564.528992,568.484192,568.484192,4501700
2014-01-09,569.585083,569.973572,560.678467,563.0097049999999,563.0097049999999,4184500
2014-01-10,567.413208,567.413208,559.029602,562.979797,562.979797,4302900
2014-01-13,561.131714,571.3135990000001,556.499084,559.39325,559.39325,4855800
2014-01-14,566.850281,573.350952,561.938721,572.553955,572.553955,4983700
2014-01-15,574.342224,575.343445,569.759399,572.165405,572.165405,3915000
2014-01-16,572.40448,576.802979,571.856567,575.9511719999999,575.9511719999999,3380300
2014-01-17,576.2650150000001,578.147949,569.9636230000001,573.116821,573.116821,5422800
2014-01-21,578.297424,579.82666,573.500366,579.677246,579.677246,3974500
2014-01-22,581.12677,581.764404,577.2662349999999,580.334778,580.334778,3154500
2014-01-23,577.8341059999999,579.074463,575.029663,577.883972,577.883972,3912700
2014-01-24,573.355896,574.6211549999999,559.4031980000001,559.81665,559.81665,7814000
2014-01-27,560.947449,561.146667,539.1142580000001,548.558838,548.558838,8739800
2014-01-28,553.086914,560.773071,552.897583,559.4082030000001,559.4082030000001,4436900
2014-01-29,557.470459,558.780579,547.6572269999999,551.39325,551.39325,4777500
2014-01-30,570.362122,574.0931400000001,561.520264,565.5750730000001,565.5750730000001,10220800
2014-01-31,583.487915,591.054565,573.41571,588.2799679999999,588.2799679999999,11174200
2014-02-03,587.398315,588.653564,563.8914179999999,564.598755,564.598755,9172400
2014-02-04,566.870239,575.343445,566.38208,566.954895,566.954895,5644800
2014-02-05,569.555176,573.2363889999999,561.90387,569.465515,569.465515,4806800
2014-02-06,573.41571,577.913818,571.632385,577.814209,577.814209,3907600
2014-02-07,581.6348879999999,586.7507320000001,578.113098,586.5215450000001,586.5215450000001,5292000
2014-02-10,583.712097,588.99231,582.327271,584.274963,584.274963,3904800
2014-02-11,587.88147,593.709656,583.916321,592.867798,592.867798,4116900
2014-02-12,592.2799679999999,592.778137,588.484192,591.129272,591.129272,3461800
2014-02-13,588.17041,597.709656,587.627441,597.709656,597.709656,3686400
2014-02-14,595.572632,599.946228,594.172913,599.1542360000001,599.1542360000001,4389700
2014-02-18,598.461792,604.17041,597.75946,603.179138,603.179138,4233500
2014-02-19,600.399536,602.352234,596.514099,598.92511,598.92511,4222900
2014-02-20,599.323608,601.191589,597.8690190000001,599.8067629999999,599.8067629999999,3414300
2014-02-21,601.649841,602.676025,599.174133,599.6474,599.6474,3738500
2014-02-24,600.429443,607.801819,600.2999269999999,603.991089,603.991089,3361100
2014-02-25,605.699707,609.963684,602.950012,607.722107,607.722107,2888100
2014-02-26,609.714661,612.1455080000001,604.61377,607.8067629999999,607.8067629999999,3979100
2014-02-27,606.920105,609.8292240000001,606.232666,607.328613,607.328613,2529400
2014-02-28,607.891479,609.809265,600.857849,605.555237,605.555237,4644500
2014-03-03,601.1218259999999,601.664795,593.844116,599.099426,599.099426,4225300
2014-03-04,605.231445,605.729553,602.491699,605.186584,605.186584,2946300
2014-03-05,605.256348,609.256348,603.443176,606.8553469999999,606.8553469999999,2479700
2014-03-06,608.857849,610.785645,607.024719,607.527832,607.527832,2545600
2014-03-07,611.1094360000001,611.204041,603.458069,605.1268309999999,605.1268309999999,3041500
2014-03-10,605.5751339999999,606.546509,599.7968139999999,603.522827,603.522827,2438200
2014-03-11,604.618713,604.8927,596.085754,597.754456,597.754456,3438800
2014-03-12,595.966187,601.6698,589.883972,601.395813,601.395813,3943200
2014-03-13,601.719604,602.989868,590.167908,592.309875,592.309875,4708600
2014-03-14,588.788086,593.211487,584.075745,584.210266,584.210266,4604900
