Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,0.009497,0.0095,0.009497,0.009497,0.009497,0.0
2014-01-02,0.009495,0.00955,0.009484999999999999,0.009495,0.009495,0.0
2014-01-03,0.00954,0.009609,0.009537,0.009539,0.009539,0.0
2014-01-06,0.009533,0.009601,0.009531,0.009531999999999999,0.009531999999999999,0.0
2014-01-07,0.009595000000000001,0.009597,0.00955,0.009595999999999999,0.009595999999999999,0.0
2014-01-08,0.009551,0.009555,0.009514,0.00955,0.00955,0.0
2014-01-09,0.009539,0.009545999999999999,0.00952,0.009538,0.009538,0.0
2014-01-10,0.00954,0.009628,0.009519,0.009539,0.009539,0.0
2014-01-13,0.009623,0.009706999999999999,0.009613,0.00962,0.00962,0.0
2014-01-14,0.009698,0.009706999999999999,0.009639,0.009698,0.009698,0.0
2014-01-15,0.009601,0.009608,0.009562000000000001,0.009599,0.009599,0.0
2014-01-16,0.009561,0.009602,0.009531,0.009563,0.009563,0.0
2014-01-17,0.009586,0.009597,0.009573,0.009588,0.009588,0.0
2014-01-20,0.009593,0.009628,0.009592,0.009593,0.009593,0.0
2014-01-21,0.009593,0.009598,0.009547,0.009595000000000001,0.009595000000000001,0.0
2014-01-22,0.009595000000000001,0.009616,0.009566,0.009595000000000001,0.009595000000000001,0.0
2014-01-23,0.009556,0.009663,0.009541,0.009557,0.009557,0.0
2014-01-24,0.009676,0.009803000000000001,0.009655,0.009674,0.009674,0.0
2014-01-27,0.009797,0.009797,0.009717,0.009798999999999999,0.009798999999999999,0.0
2014-01-28,0.00974,0.009753,0.009686,0.009741,0.009741,0.0
2014-01-29,0.009687000000000001,0.009801,0.009675,0.009687000000000001,0.009687000000000001,0.0
2014-01-30,0.009781,0.009795,0.009729999999999999,0.009775,0.009775,0.0
2014-01-31,0.009734,0.009802,0.009717,0.009732,0.009732,0.0
2014-02-03,0.009781,0.009876000000000001,0.009766,0.009786,0.009786,0.0
2014-02-04,0.009886,0.009922,0.009845999999999999,0.009887,0.009887,0.0
2014-02-05,0.009836,0.009918999999999999,0.009836,0.009834,0.009834,0.0
2014-02-06,0.009856,0.009877,0.009806,0.009856,0.009856,0.0
2014-02-07,0.009801,0.009848,0.009753,0.0098,0.0098,0.0
2014-02-10,0.009758,0.009804,0.009755,0.009754,0.009754,0.0
2014-02-11,0.009791,0.009797,0.009744,0.009791,0.009791,0.0
2014-02-12,0.009754,0.009781999999999999,0.009743,0.009754,0.009754,0.0
2014-02-13,0.00976,0.009831999999999999,0.009754,0.009759,0.009759,0.0
2014-02-14,0.009788,0.009844,0.009767,0.009786,0.009786,0.0
2014-02-17,0.009845999999999999,0.009862000000000001,0.009807,0.009845999999999999,0.009845999999999999,0.0
2014-02-18,0.009798000000000001,0.009826999999999999,0.009733,0.009798000000000001,0.009798000000000001,0.0
2014-02-19,0.009775,0.009819,0.009774,0.009772,0.009772,0.0
2014-02-20,0.009776,0.009834,0.009766,0.009774,0.009774,0.0
2014-02-21,0.009773,0.009773,0.009728,0.009774,0.009774,0.0
2014-02-24,0.009753,0.009787,0.00974,0.009755,0.009755,0.0
2014-02-25,0.009756,0.009802,0.009745,0.009758,0.009758,0.0
2014-02-26,0.00979,0.009794,0.009766,0.00979,0.00979,0.0
2014-02-27,0.009776,0.00983,0.009767,0.009775,0.009775,0.0
2014-02-28,0.009793000000000001,0.009845999999999999,0.009779000000000001,0.009793000000000001,0.009793000000000001,0.0
2014-03-03,0.009869,0.009881000000000001,0.009849,0.009871,0.009871,0.0
2014-03-04,0.009859999999999999,0.009859999999999999,0.009792,0.009861,0.009861,0.0
2014-03-05,0.009786,0.009793000000000001,0.009753,0.009787,0.009787,0.0
2014-03-06,0.009769,0.009773,0.009695,0.009769,0.009769,0.0
2014-03-07,0.009704,0.009724,0.009640000000000001,0.009706000000000001,0.009706000000000001,0.0
2014-03-10,0.009692000000000001,0.009715000000000001,0.009672,0.009691,0.009691,0.0
2014-03-11,0.009685,0.009693,0.009670999999999999,0.009687000000000001,0.009687000000000001,0.0
2014-03-12,0.009723,0.00975,0.009701000000000001,0.009724,0.009724,0.0
2014-03-13,0.009726,0.00979,0.009723,0.009729,0.009729,0.0
2014-03-14,0.009826999999999999,0.00988,0.009819,0.009825,0.009825,0.0
2014-03-17,0.009866,0.009867,0.009817,0.009869,0.009869,0.0
2014-03-18,0.009815,0.009869,0.009811,0.009817,0.009817,0.0
2014-03-19,0.009855,0.009872,0.009835,0.009858,0.009858,0.0
2014-03-20,0.009762999999999999,0.009784000000000001,0.009753,0.009759,0.009759,0.0
2014-03-21,0.009765000000000001,0.009802,0.009765000000000001,0.009765000000000001,0.009765000000000001,0.0
2014-03-24,0.009779000000000001,0.009789,0.009744,0.009781,0.009781,0.0
2014-03-25,0.009781999999999999,0.009794,0.00976,0.009784000000000001,0.009784000000000001,0.0
2014-03-26,0.009775,0.009781,0.00976,0.009777,0.009777,0.0
2014-03-27,0.009812000000000001,0.009829000000000001,0.009765000000000001,0.009812999999999999,0.009812999999999999,0.0
2014-03-28,0.009789,0.009801,0.009715000000000001,0.00979,0.00979,0.0
2014-03-31,0.009722,0.009728,0.009669,0.009719,0.009719,0.0
2014-04-01,0.009687999999999999,0.0097,0.009653,0.009689,0.009689,0.0
2014-04-02,0.00965,0.009654000000000001,0.009622,0.009649,0.009649,0.0
2014-04-03,0.009631,0.009633,0.009607,0.009628,0.009628,0.0
2014-04-04,0.009625,0.00968,0.009604999999999999,0.009625,0.009625,0.0
2014-04-07,0.009678,0.009709,0.009678,0.009679,0.009679,0.0
2014-04-08,0.009703,0.009798000000000001,0.009703,0.009701999999999999,0.009701999999999999,0.0
2014-04-09,0.009809,0.009826999999999999,0.00979,0.009807999999999999,0.009807999999999999,0.0
2014-04-10,0.009793000000000001,0.009867,0.009791,0.009794,0.009794,0.0
