strategy,asset,side,entry_signal_date,entry_fill_date,exit_signal_date,exit_fill_date,entry_price,exit_price,bars_held,entry_weight,directional_return,approx_weighted_return_after_cost
detime_SSA_trend_following,SPY,long,2024-01-04,2024-01-05,2025-04-08,2025-04-09,454.9694028721213,487.8475554203815,315,0.35402276455550624,0.07226453546262168,0.025335474688607893
detime_SSA_trend_following,SPY,long,2025-09-09,2025-09-10,2026-03-11,2026-03-12,648.122479271532,669.3319958917509,126,0.3513179576588673,0.032724550217819504,0.011250799577468181
detime_SSA_oscillation_reversion,SPY,short,2019-02-01,2019-02-04,2019-03-05,2019-03-06,242.2573846874624,250.36526150543068,21,-0.6575032422553211,-0.0334680275213417,-0.02246558887675121
detime_SSA_oscillation_reversion,SPY,long,2019-09-03,2019-09-04,2019-10-31,2019-11-01,265.35508026239984,277.2931233292428,42,0.6646297561382751,0.04498893729503073,0.02943574559401963
detime_SSA_oscillation_reversion,SPY,long,2020-02-03,2020-02-04,2020-06-03,2020-06-04,299.81256511181664,285.98521647494385,84,0.7988692750767873,-0.04611997709874438,-0.037403041163985705
detime_SSA_oscillation_reversion,SPY,short,2020-09-01,2020-09-02,2020-10-01,2020-10-02,327.4621164118237,307.4801391377748,21,-0.6655621146006822,0.061020729643483596,0.040147192375772994
detime_SSA_oscillation_reversion,SPY,long,2021-03-04,2021-03-05,2021-04-05,2021-04-06,354.1831732825668,378.9729228929124,21,0.9440557460661948,0.0699913250553219,0.06541487357101713
detime_SSA_oscillation_reversion,SPY,short,2021-12-31,2022-01-03,2022-03-03,2022-03-04,449.3143224260172,407.2884450363373,42,-0.6258336596723941,0.09353335803489726,0.058098240198657405
detime_SSA_oscillation_reversion,SPY,long,2024-09-05,2024-09-06,2024-12-04,2024-12-05,538.60608979078,596.9620090763937,63,0.6599388074646865,0.1083461928703442,0.07103990015096859
detime_SSA_hybrid_regime,SPY,short,2019-02-01,2019-02-04,2019-03-05,2019-03-06,242.2573846874624,250.36526150543068,21,-0.6575032422553211,-0.0334680275213417,-0.02246558887675121
detime_SSA_hybrid_regime,SPY,long,2019-09-03,2019-09-04,2019-10-31,2019-11-01,265.35508026239984,277.2931233292428,42,0.6646297561382751,0.04498893729503073,0.02943574559401963
