strategy,asset,side,entry_signal_date,entry_fill_date,exit_signal_date,exit_fill_date,entry_price,exit_price,bars_held,entry_weight,directional_return,approx_weighted_return_after_cost
detime_STL_p42_tw126_s126_trend_following,GOOG,long,2015-12-31,2016-01-04,2016-07-01,2016-07-05,743.0,696.0599980000001,126,0.3904573189092101,-0.06317631493943465,-0.024940974673051976
detime_STL_p42_tw126_s126_trend_macd,GOOG,long,2015-12-31,2016-01-04,2016-01-22,2016-01-25,743.0,723.580017,14,1.0,-0.02613725841184389,-0.026837258411843888
detime_STL_p42_tw126_s126_trend_macd,GOOG,long,2017-07-03,2017-07-05,2017-07-24,2017-07-25,901.76001,953.809998,14,1.0,0.057720443824072376,0.05702044382407238
detime_STL_p42_tw126_s126_trend_crossover,GOOG,long,2015-12-31,2016-01-04,2016-07-01,2016-07-05,743.0,696.0599980000001,126,1.0,-0.06317631493943465,-0.06387631493943466
detime_SSA_p42_tw126_s126_trend_macd,GOOG,long,2015-12-31,2016-01-04,2016-01-22,2016-01-25,743.0,723.580017,14,1.0,-0.02613725841184389,-0.026837258411843888
detime_SSA_p42_tw126_s126_trend_macd,GOOG,long,2017-07-03,2017-07-05,2017-07-24,2017-07-25,901.76001,953.809998,14,1.0,0.057720443824072376,0.05702044382407238
detime_SSA_p42_tw126_s126_trend_crossover,GOOG,long,2015-12-31,2016-01-04,2016-07-01,2016-07-05,743.0,696.0599980000001,126,1.0,-0.06317631493943465,-0.06387631493943466
